Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,y_true,proba,pred
Europe,Asus,Laptop,i9,NVIDIA RTX 3060,16,512,macOS,Blue,Online,Debit Card,1880.52,10,1692.47,1,1692.47,Enterprise,0,0.365,1
Asia-Pacific,Apple,All-in-One,Ryzen 5,AMD Radeon Vega,4,2048,macOS,Black,Retail Store,Credit Card,2808.95,5,2668.5,1,2668.5,Professional,0,0.395,1
North America,MSI,Gaming Laptop,i7,NVIDIA GTX 1650,4,256,Windows 11,Silver,Online,Credit Card,2504.64,15,2128.94,3,6386.82,Student,1,0.4875,1
Asia-Pacific,Acer,Gaming Laptop,Ryzen 5,Intel UHD,16,512,Linux,Gray,Online,PayPal,920.38,5,874.36,2,1748.72,Gamer,0,0.31,0
North America,Lenovo,Laptop,i7,NVIDIA RTX 3060,16,1024,Windows 11,Gray,Online,Bank Transfer,473.48,5,449.81,3,1349.43,Gamer,0,0.4475,1
Europe,Asus,All-in-One,i5,NVIDIA RTX 2060,8,1024,Windows 11,Black,Online,Debit Card,1567.72,5,1489.33,1,1489.33,Enterprise,0,0.345,0
Europe,Microsoft,Laptop,Ryzen 3,AMD Radeon Vega,4,256,Linux,White,Reseller,PayPal,809.97,20,647.98,1,647.98,Enterprise,0,0.525,1
North America,HP,All-in-One,Ryzen 3,Intel Iris,4,256,Windows 10,White,Retail Store,Debit Card,2299.91,0,2299.91,2,4599.82,Student,0,0.3725,1
Asia-Pacific,Samsung,Desktop,Ryzen 7,NVIDIA RTX 2060,8,2048,Windows 10,Silver,Reseller,PayPal,1380.92,5,1311.87,2,2623.74,Professional,0,0.3675,1
North America,Acer,Laptop,Ryzen 7,Intel UHD,4,1024,Linux,White,Reseller,Bank Transfer,738.68,10,664.81,3,1994.43,Professional,1,0.46,1
Asia-Pacific,MSI,All-in-One,i7,Intel UHD,8,2048,Windows 11,Gray,Online,Bank Transfer,1040.98,15,884.83,2,1769.66,Gamer,0,0.4625,1
Asia-Pacific,Razer,Gaming Laptop,Ryzen 7,AMD Radeon Vega,32,2048,Windows 11,Black,Reseller,Debit Card,2767.16,10,2490.44,2,4980.88,Student,1,0.3425,0
Europe,Acer,Desktop,i9,NVIDIA GTX 1650,4,1024,Linux,Blue,Reseller,Debit Card,663.56,20,530.85,1,530.85,Professional,0,0.4125,1
North America,Apple,Desktop,i7,NVIDIA GTX 1650,32,256,macOS,Black,Retail Store,Debit Card,2500.1,0,2500.1,1,2500.1,Student,1,0.4475,1
Europe,MSI,All-in-One,M1,NVIDIA RTX 2060,4,512,Windows 10,Blue,Retail Store,Credit Card,2302.62,15,1957.23,2,3914.46,Enterprise,0,0.3075,0
North America,Samsung,Laptop,i7,Intel Iris,8,256,Windows 10,Black,Retail Store,Credit Card,2980.19,20,2384.15,3,7152.45,Professional,0,0.4825,1
Asia-Pacific,Microsoft,All-in-One,i9,AMD Radeon Vega,8,1024,macOS,Black,Retail Store,Credit Card,2141.41,10,1927.27,2,3854.54,Enterprise,1,0.3975,1
North America,MSI,Desktop,Ryzen 7,Intel Iris,4,512,Linux,Black,Online,Bank Transfer,2564.46,5,2436.24,3,7308.72,Enterprise,1,0.3525,1
Europe,Asus,Desktop,Ryzen 9,AMD Radeon Vega,16,512,Linux,White,Retail Store,Debit Card,599.49,20,479.59,2,959.18,Professional,0,0.3675,1
North America,MSI,Desktop,i7,NVIDIA RTX 2060,8,512,Linux,Silver,Retail Store,Bank Transfer,442.8,5,420.66,2,841.32,Enterprise,1,0.3525,1
North America,Lenovo,Laptop,Ryzen 9,NVIDIA RTX 3060,16,512,Windows 10,Silver,Online,Bank Transfer,1667.17,20,1333.74,2,2667.48,Enterprise,0,0.36,1
Asia-Pacific,Samsung,All-in-One,Ryzen 7,AMD Radeon Vega,32,256,Windows 11,Blue,Online,Debit Card,1618.51,15,1375.73,3,4127.19,Student,1,0.345,0
Europe,Dell,Laptop,Ryzen 3,AMD Radeon Vega,32,2048,Linux,Gray,Reseller,Debit Card,2569.39,15,2183.98,1,2183.98,Student,1,0.465,1
Europe,Acer,Desktop,i5,Intel Iris,4,2048,Windows 11,Blue,Reseller,Credit Card,1720.8,5,1634.76,2,3269.52,Student,0,0.5025,1
North America,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Retail Store,Bank Transfer,849.66,5,807.18,3,2421.54,Professional,0,0.4675,1
Asia-Pacific,Acer,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,4,2048,Windows 11,Silver,Online,Bank Transfer,1099.02,10,989.12,1,989.12,Gamer,0,0.3175,0
Europe,Lenovo,Laptop,M1,Intel Iris,32,512,Windows 11,Black,Online,PayPal,911.04,5,865.49,1,865.49,Gamer,1,0.4675,1
North America,Acer,Desktop,i7,NVIDIA RTX 3060,16,2048,macOS,White,Reseller,Credit Card,501.64,20,401.31,1,401.31,Professional,0,0.3675,1
Europe,Asus,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,32,512,Windows 10,White,Reseller,Debit Card,2338.57,15,1987.78,3,5963.34,Professional,0,0.4525,1
Asia-Pacific,Samsung,All-in-One,Ryzen 3,NVIDIA RTX 3060,16,512,Linux,White,Reseller,Debit Card,1966.41,15,1671.45,2,3342.9,Enterprise,1,0.4725,1
Europe,Razer,Gaming Laptop,M1,Intel Iris,32,1024,macOS,White,Reseller,PayPal,1434.18,0,1434.18,3,4302.54,Student,1,0.4925,1
Asia-Pacific,MSI,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,4,2048,Linux,White,Online,PayPal,883.15,5,838.99,1,838.99,Student,0,0.35,1
Asia-Pacific,Apple,Desktop,Ryzen 3,Intel UHD,16,512,macOS,Black,Retail Store,Credit Card,1179.58,20,943.66,1,943.66,Enterprise,1,0.3475,0
Asia-Pacific,Asus,Gaming Laptop,i9,NVIDIA RTX 2060,8,1024,Linux,White,Retail Store,Credit Card,2685.9,10,2417.31,3,7251.93,Gamer,0,0.445,1
Europe,Acer,Gaming Laptop,i7,Intel Iris,32,512,Windows 10,White,Retail Store,Debit Card,417.12,20,333.7,2,667.4,Gamer,0,0.2975,0
North America,Asus,Laptop,i9,NVIDIA RTX 2060,32,2048,Windows 11,Gray,Reseller,PayPal,2807.52,5,2667.14,3,8001.42,Professional,0,0.3675,1
Europe,Microsoft,All-in-One,i3,Intel UHD,32,512,Linux,Gray,Reseller,PayPal,1913.77,0,1913.77,2,3827.54,Professional,0,0.4325,1
North America,Apple,Gaming Laptop,i9,Intel Iris,8,2048,macOS,Gray,Retail Store,Debit Card,426.18,5,404.87,2,809.74,Enterprise,0,0.32,0
Asia-Pacific,Razer,All-in-One,Ryzen 5,NVIDIA RTX 3060,4,512,macOS,Blue,Online,Debit Card,1180.28,20,944.22,1,944.22,Professional,1,0.36,1
Asia-Pacific,Samsung,Laptop,i7,NVIDIA GTX 1650,4,2048,Linux,Silver,Retail Store,Bank Transfer,479.69,20,383.75,3,1151.25,Student,0,0.3375,0
Asia-Pacific,MSI,Desktop,Ryzen 5,NVIDIA RTX 2060,4,1024,Linux,Silver,Retail Store,Credit Card,530.46,0,530.46,2,1060.92,Professional,1,0.245,0
North America,HP,All-in-One,i5,NVIDIA GTX 1650,8,1024,Windows 10,Gray,Retail Store,PayPal,1834.56,20,1467.65,2,2935.3,Enterprise,1,0.3625,1
North America,Dell,Laptop,Ryzen 9,NVIDIA GTX 1650,4,256,Windows 10,Silver,Retail Store,PayPal,2218.21,0,2218.21,3,6654.63,Gamer,0,0.3725,1
Europe,Acer,Laptop,M1,AMD Radeon Vega,4,256,Linux,Black,Online,PayPal,1224.65,20,979.72,2,1959.44,Student,1,0.3425,0
Asia-Pacific,MSI,Desktop,M2,NVIDIA RTX 2060,8,2048,Linux,White,Retail Store,Credit Card,1384.6,20,1107.68,3,3323.04,Enterprise,0,0.395,1
Europe,Microsoft,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,4,256,macOS,White,Retail Store,Credit Card,2247.74,15,1910.58,2,3821.16,Gamer,1,0.345,0
Europe,MSI,Laptop,M2,Intel UHD,4,2048,Windows 10,Black,Retail Store,Debit Card,970.85,10,873.76,2,1747.52,Professional,0,0.37,1
Europe,HP,All-in-One,i9,AMD Radeon Vega,32,1024,Linux,Gray,Online,PayPal,649.27,0,649.27,3,1947.81,Gamer,0,0.3575,1
Europe,Asus,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,Windows 10,White,Online,Credit Card,2236.89,15,1901.36,2,3802.72,Student,0,0.4125,1
Asia-Pacific,Asus,Desktop,i9,NVIDIA GTX 1650,16,256,Windows 10,Blue,Online,Credit Card,733.83,20,587.06,3,1761.18,Enterprise,0,0.3175,0
Asia-Pacific,Microsoft,Desktop,i9,AMD Radeon Vega,16,512,macOS,Silver,Reseller,Bank Transfer,2508.22,0,2508.22,2,5016.44,Student,0,0.34,0
Asia-Pacific,Lenovo,Desktop,i9,NVIDIA GTX 1650,8,512,macOS,Gray,Reseller,Debit Card,2166.98,20,1733.58,1,1733.58,Professional,1,0.3775,1
Europe,Razer,Desktop,i7,Intel UHD,8,1024,Windows 11,Blue,Retail Store,Debit Card,1787.59,0,1787.59,1,1787.59,Professional,0,0.3475,0
Asia-Pacific,HP,Desktop,M1,AMD Radeon Vega,8,1024,macOS,Black,Online,PayPal,2549.38,15,2166.97,3,6500.91,Gamer,0,0.4075,1
Europe,Samsung,All-in-One,i7,Intel UHD,4,2048,Windows 11,Gray,Retail Store,Bank Transfer,1324.43,0,1324.43,1,1324.43,Professional,0,0.4175,1
Europe,MSI,Laptop,i7,NVIDIA RTX 2060,4,512,Windows 11,Black,Reseller,Credit Card,1750.54,5,1663.01,1,1663.01,Professional,1,0.355,1
Asia-Pacific,Acer,Gaming Laptop,i3,NVIDIA RTX 2060,16,512,macOS,White,Retail Store,Debit Card,743.89,15,632.31,2,1264.62,Gamer,0,0.31,0
Europe,Lenovo,Desktop,M1,NVIDIA RTX 2060,32,512,Windows 10,White,Retail Store,Bank Transfer,688.69,15,585.39,3,1756.17,Gamer,0,0.34,0
North America,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,16,1024,Linux,Black,Online,Debit Card,1450.58,10,1305.52,1,1305.52,Gamer,0,0.44,1
Asia-Pacific,Apple,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,8,2048,macOS,Blue,Reseller,Bank Transfer,749.26,0,749.26,1,749.26,Gamer,1,0.3625,1
Europe,HP,Laptop,Ryzen 3,NVIDIA RTX 3060,16,512,Linux,Blue,Retail Store,Bank Transfer,2833.3,0,2833.3,1,2833.3,Gamer,1,0.3925,1
Asia-Pacific,Acer,All-in-One,M1,NVIDIA RTX 3060,4,1024,Linux,White,Online,PayPal,1324.59,15,1125.9,1,1125.9,Gamer,1,0.395,1
Asia-Pacific,Lenovo,Desktop,i9,Intel UHD,32,256,Windows 11,Silver,Reseller,Debit Card,2672.0,0,2672.0,3,8016.0,Gamer,0,0.47,1
Europe,Lenovo,Desktop,i9,Intel UHD,16,1024,macOS,Gray,Online,Debit Card,2204.9,5,2094.66,1,2094.66,Enterprise,1,0.425,1
North America,Dell,Desktop,M1,AMD Radeon Vega,32,2048,Windows 10,Silver,Retail Store,Bank Transfer,818.57,5,777.64,1,777.64,Enterprise,0,0.4075,1
North America,Dell,Laptop,i3,AMD Radeon Vega,16,512,Linux,Silver,Online,Bank Transfer,954.95,5,907.2,1,907.2,Gamer,1,0.4125,1
Europe,Dell,Gaming Laptop,Ryzen 3,Intel UHD,32,2048,Linux,White,Online,Credit Card,418.37,10,376.53,2,753.06,Student,1,0.4625,1
Europe,HP,Desktop,M1,NVIDIA RTX 3060,16,256,Windows 11,Silver,Reseller,Credit Card,2914.3,5,2768.59,2,5537.18,Student,0,0.425,1
Europe,Dell,Desktop,Ryzen 9,AMD Radeon Vega,8,512,macOS,Silver,Retail Store,Bank Transfer,739.74,0,739.74,3,2219.22,Student,1,0.3775,1
North America,Dell,Laptop,Ryzen 5,NVIDIA RTX 2060,32,512,Linux,Gray,Online,Bank Transfer,1192.11,5,1132.5,1,1132.5,Gamer,0,0.445,1
Europe,HP,All-in-One,i7,Intel UHD,16,256,Linux,Silver,Retail Store,Bank Transfer,2276.91,5,2163.06,1,2163.06,Gamer,1,0.37,1
Asia-Pacific,Lenovo,Gaming Laptop,i9,AMD Radeon Vega,8,1024,macOS,Black,Reseller,Bank Transfer,2926.17,20,2340.94,3,7022.82,Enterprise,1,0.4775,1
Europe,Razer,All-in-One,Ryzen 5,AMD Radeon Vega,8,256,Windows 11,Black,Retail Store,PayPal,1785.46,0,1785.46,3,5356.38,Enterprise,1,0.4375,1
North America,HP,Gaming Laptop,Ryzen 5,Intel Iris,4,2048,macOS,Gray,Online,Bank Transfer,2668.89,5,2535.45,2,5070.9,Gamer,0,0.3375,0
North America,HP,Laptop,Ryzen 3,Intel Iris,8,1024,Windows 11,Gray,Online,Debit Card,2484.48,5,2360.26,3,7080.78,Student,1,0.47,1
North America,MSI,Laptop,i9,NVIDIA RTX 2060,32,256,Windows 10,Black,Retail Store,PayPal,1829.6,10,1646.64,3,4939.92,Gamer,0,0.33,0
Asia-Pacific,Acer,Laptop,Ryzen 9,NVIDIA RTX 3060,16,512,Windows 11,Gray,Online,Credit Card,621.39,20,497.11,3,1491.33,Enterprise,0,0.33,0
North America,MSI,Desktop,i9,AMD Radeon Vega,4,512,Linux,Black,Reseller,Bank Transfer,713.99,10,642.59,3,1927.77,Student,0,0.365,1
North America,MSI,Laptop,M2,NVIDIA RTX 3060,16,2048,Linux,White,Retail Store,PayPal,2486.24,20,1988.99,3,5966.97,Gamer,1,0.4325,1
Europe,Razer,Desktop,Ryzen 9,Intel UHD,4,2048,Windows 10,White,Reseller,Bank Transfer,2374.15,10,2136.74,1,2136.74,Professional,0,0.395,1
North America,Dell,All-in-One,i5,Intel UHD,8,256,Linux,Gray,Online,Debit Card,2366.41,10,2129.77,3,6389.31,Student,1,0.575,1
North America,Apple,Gaming Laptop,Ryzen 9,Intel Iris,32,512,macOS,Blue,Online,Debit Card,879.6,10,791.64,2,1583.28,Student,0,0.385,1
Asia-Pacific,Dell,Desktop,M2,NVIDIA GTX 1650,8,2048,Windows 11,Blue,Reseller,Credit Card,546.2,5,518.89,2,1037.78,Enterprise,1,0.3475,0
Asia-Pacific,Microsoft,Laptop,M1,Intel Iris,16,256,Windows 10,Gray,Online,Bank Transfer,725.0,20,580.0,3,1740.0,Professional,0,0.435,1
North America,Razer,Desktop,Ryzen 7,Intel Iris,16,1024,Windows 11,Blue,Retail Store,Bank Transfer,1097.86,5,1042.97,1,1042.97,Enterprise,1,0.3275,0
Asia-Pacific,Dell,Gaming Laptop,Ryzen 3,Intel UHD,32,2048,Windows 10,Black,Online,PayPal,2609.38,0,2609.38,1,2609.38,Gamer,1,0.445,1
Europe,Lenovo,Laptop,i5,NVIDIA RTX 2060,16,2048,Windows 10,Gray,Retail Store,Bank Transfer,1879.41,10,1691.47,3,5074.41,Enterprise,1,0.4125,1
Asia-Pacific,Acer,Laptop,Ryzen 7,NVIDIA RTX 2060,8,1024,Windows 10,Black,Online,Debit Card,1296.89,0,1296.89,1,1296.89,Enterprise,0,0.3975,1
Europe,Apple,Gaming Laptop,Ryzen 9,Intel Iris,32,256,macOS,Black,Reseller,Credit Card,1266.31,5,1202.99,3,3608.97,Gamer,0,0.4625,1
Europe,MSI,All-in-One,M1,Intel Iris,16,2048,Windows 10,Gray,Online,PayPal,2090.3,15,1776.76,2,3553.52,Enterprise,0,0.415,1
Asia-Pacific,MSI,All-in-One,i9,NVIDIA RTX 3060,16,2048,Windows 11,Silver,Reseller,Bank Transfer,2770.82,10,2493.74,1,2493.74,Professional,0,0.4075,1
Europe,Dell,Desktop,i7,Intel UHD,32,1024,Windows 11,Blue,Retail Store,Debit Card,1937.38,10,1743.64,1,1743.64,Gamer,0,0.3525,1
Europe,Samsung,Gaming Laptop,Ryzen 5,AMD Radeon Vega,8,1024,macOS,Gray,Online,Debit Card,1146.1,15,974.18,2,1948.36,Enterprise,0,0.4075,1
North America,MSI,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,Windows 10,Blue,Online,Bank Transfer,1899.11,15,1614.24,2,3228.48,Professional,0,0.3575,1
Asia-Pacific,Lenovo,Gaming Laptop,i3,NVIDIA GTX 1650,4,2048,Windows 10,Black,Retail Store,Credit Card,2373.74,0,2373.74,2,4747.48,Enterprise,0,0.37,1
Europe,Samsung,Laptop,Ryzen 3,NVIDIA RTX 3060,32,512,Linux,Gray,Online,PayPal,2511.08,20,2008.86,2,4017.72,Enterprise,1,0.47,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,AMD Radeon Vega,8,1024,Linux,Blue,Retail Store,Bank Transfer,875.77,10,788.19,2,1576.38,Student,0,0.3325,0
Asia-Pacific,Razer,All-in-One,Ryzen 7,Intel UHD,8,512,Windows 10,Black,Reseller,Bank Transfer,2487.63,15,2114.49,2,4228.98,Professional,1,0.36,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 9,NVIDIA RTX 3060,8,512,macOS,White,Retail Store,PayPal,2985.72,0,2985.72,2,5971.44,Enterprise,0,0.335,0
Asia-Pacific,Lenovo,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,16,1024,macOS,Blue,Online,Bank Transfer,532.74,15,452.83,1,452.83,Gamer,1,0.3375,0
Europe,Razer,All-in-One,Ryzen 3,NVIDIA RTX 3060,32,256,macOS,Gray,Online,Credit Card,698.09,10,628.28,2,1256.56,Professional,0,0.385,1
North America,Asus,Desktop,Ryzen 5,Intel Iris,4,512,Windows 10,Gray,Reseller,Bank Transfer,2447.42,5,2325.05,1,2325.05,Enterprise,1,0.36,1
Europe,Acer,All-in-One,i9,Intel UHD,16,2048,Linux,White,Online,Debit Card,501.58,15,426.34,3,1279.02,Professional,1,0.325,0
Asia-Pacific,Dell,Gaming Laptop,M2,Intel UHD,32,1024,macOS,White,Reseller,Credit Card,2647.22,0,2647.22,3,7941.66,Professional,1,0.3575,1
Asia-Pacific,Samsung,Laptop,i5,Intel Iris,8,256,macOS,Black,Online,Credit Card,1864.37,15,1584.71,2,3169.42,Enterprise,0,0.455,1
Asia-Pacific,Lenovo,Gaming Laptop,M2,NVIDIA RTX 3060,4,1024,Linux,Gray,Online,Credit Card,1239.84,0,1239.84,1,1239.84,Student,0,0.435,1
Asia-Pacific,Asus,Gaming Laptop,i9,NVIDIA RTX 3060,8,2048,macOS,Black,Online,PayPal,862.63,10,776.37,3,2329.11,Professional,0,0.4375,1
Europe,Razer,All-in-One,Ryzen 3,NVIDIA RTX 2060,16,1024,Windows 10,Silver,Online,Bank Transfer,1973.46,10,1776.11,2,3552.22,Gamer,0,0.3675,1
Asia-Pacific,MSI,Desktop,i3,AMD Radeon Vega,32,2048,Linux,White,Online,Debit Card,2908.78,0,2908.78,1,2908.78,Student,0,0.4825,1
Asia-Pacific,Acer,Desktop,M1,NVIDIA RTX 3060,32,1024,Windows 11,Blue,Online,Debit Card,1415.34,5,1344.57,2,2689.14,Enterprise,0,0.4575,1
Europe,Dell,All-in-One,M2,NVIDIA GTX 1650,4,1024,Windows 11,White,Reseller,Bank Transfer,1434.24,0,1434.24,2,2868.48,Professional,0,0.4425,1
North America,Samsung,Desktop,Ryzen 7,NVIDIA GTX 1650,16,2048,Linux,White,Online,Bank Transfer,2771.99,0,2771.99,3,8315.97,Student,1,0.33,0
Asia-Pacific,HP,Desktop,M2,Intel UHD,4,512,Windows 10,White,Retail Store,Bank Transfer,1845.63,0,1845.63,2,3691.26,Student,1,0.395,1
North America,HP,Laptop,Ryzen 3,Intel UHD,8,256,Linux,White,Reseller,Debit Card,2526.28,0,2526.28,1,2526.28,Student,0,0.38,1
Europe,Apple,Gaming Laptop,i7,NVIDIA GTX 1650,4,2048,macOS,Gray,Online,Bank Transfer,1619.78,20,1295.82,2,2591.64,Enterprise,0,0.475,1
Asia-Pacific,Razer,Laptop,i3,NVIDIA RTX 3060,4,512,macOS,White,Reseller,Debit Card,2367.5,5,2249.12,1,2249.12,Student,1,0.36,1
North America,Asus,All-in-One,M1,AMD Radeon Vega,4,2048,macOS,Gray,Retail Store,PayPal,2776.85,0,2776.85,3,8330.55,Enterprise,0,0.3925,1
Europe,Lenovo,Desktop,Ryzen 5,NVIDIA RTX 3060,4,256,Linux,Silver,Online,PayPal,2484.61,5,2360.38,2,4720.76,Student,1,0.365,1
North America,Apple,Laptop,i3,Intel Iris,32,1024,macOS,Silver,Reseller,Debit Card,1280.04,0,1280.04,1,1280.04,Student,0,0.4,1
Asia-Pacific,Dell,Gaming Laptop,Ryzen 3,Intel UHD,32,1024,Windows 11,Silver,Retail Store,Credit Card,2974.15,15,2528.03,1,2528.03,Enterprise,0,0.3725,1
Europe,HP,All-in-One,i9,NVIDIA GTX 1650,32,1024,Linux,Gray,Online,Credit Card,1528.0,5,1451.6,3,4354.8,Enterprise,0,0.38,1
North America,Razer,Laptop,i9,NVIDIA RTX 2060,16,2048,Linux,White,Reseller,PayPal,1792.43,10,1613.19,2,3226.38,Gamer,1,0.385,1
North America,Microsoft,Desktop,Ryzen 3,NVIDIA RTX 2060,8,1024,Linux,Gray,Retail Store,PayPal,1061.78,0,1061.78,1,1061.78,Professional,1,0.4375,1
Asia-Pacific,Razer,Desktop,i3,NVIDIA GTX 1650,8,2048,Linux,Silver,Retail Store,Bank Transfer,2279.9,0,2279.9,1,2279.9,Professional,1,0.4375,1
North America,Acer,Desktop,Ryzen 7,NVIDIA RTX 3060,32,1024,Windows 11,White,Retail Store,Bank Transfer,1600.92,5,1520.87,3,4562.61,Student,0,0.3525,1
Asia-Pacific,Apple,Gaming Laptop,Ryzen 3,Intel Iris,32,512,macOS,White,Retail Store,Bank Transfer,786.87,5,747.53,2,1495.06,Student,0,0.45,1
North America,Lenovo,Desktop,i7,NVIDIA RTX 3060,16,512,Windows 11,Gray,Online,Bank Transfer,2183.58,15,1856.04,1,1856.04,Student,0,0.3975,1
North America,Lenovo,Gaming Laptop,i3,NVIDIA RTX 2060,32,1024,Windows 11,White,Retail Store,PayPal,1547.46,20,1237.97,2,2475.94,Gamer,0,0.4825,1
Asia-Pacific,Microsoft,All-in-One,Ryzen 7,AMD Radeon Vega,4,256,Windows 11,Silver,Online,Debit Card,420.28,20,336.22,1,336.22,Enterprise,0,0.425,1
Europe,Lenovo,Laptop,Ryzen 9,Intel Iris,4,1024,Windows 11,Silver,Online,Debit Card,1993.22,10,1793.9,3,5381.7,Enterprise,1,0.3875,1
North America,HP,Desktop,i9,Intel UHD,16,2048,Windows 11,Silver,Reseller,PayPal,1663.72,5,1580.53,2,3161.06,Gamer,0,0.405,1
North America,Razer,Gaming Laptop,i9,AMD Radeon Vega,4,512,Windows 10,Gray,Reseller,Debit Card,2101.32,10,1891.19,1,1891.19,Enterprise,1,0.42,1
Asia-Pacific,Microsoft,Desktop,i3,NVIDIA RTX 3060,32,2048,Windows 11,White,Online,Debit Card,755.48,10,679.93,1,679.93,Enterprise,0,0.355,1
Asia-Pacific,Samsung,Desktop,i3,NVIDIA RTX 3060,32,256,Linux,White,Reseller,Credit Card,2984.16,15,2536.54,3,7609.62,Student,0,0.4775,1
Europe,Lenovo,Desktop,Ryzen 3,Intel UHD,16,256,Linux,Silver,Reseller,PayPal,2364.45,5,2246.23,2,4492.46,Enterprise,1,0.405,1
North America,Acer,All-in-One,i7,NVIDIA RTX 2060,4,512,Linux,Gray,Online,PayPal,2997.59,5,2847.71,1,2847.71,Professional,0,0.46,1
Europe,MSI,Laptop,i3,Intel Iris,32,256,Windows 10,White,Reseller,Debit Card,759.35,0,759.35,1,759.35,Student,0,0.4275,1
Asia-Pacific,Apple,All-in-One,Ryzen 3,AMD Radeon Vega,16,1024,macOS,Black,Online,Credit Card,2784.17,20,2227.34,1,2227.34,Professional,0,0.455,1
Europe,Asus,Laptop,Ryzen 7,NVIDIA RTX 2060,32,1024,Windows 11,Silver,Retail Store,Debit Card,504.71,15,429.0,3,1287.0,Student,1,0.325,0
Asia-Pacific,Acer,Gaming Laptop,i3,AMD Radeon Vega,32,1024,Windows 11,Blue,Retail Store,Debit Card,2413.42,0,2413.42,1,2413.42,Professional,0,0.4075,1
North America,Microsoft,All-in-One,Ryzen 5,Intel UHD,4,1024,Windows 11,Black,Online,PayPal,898.11,10,808.3,3,2424.9,Gamer,0,0.46,1
Europe,Lenovo,Laptop,i5,AMD Radeon Vega,32,1024,Windows 11,Gray,Retail Store,PayPal,2710.24,0,2710.24,1,2710.24,Enterprise,0,0.3425,0
North America,HP,Gaming Laptop,Ryzen 9,AMD Radeon Vega,4,1024,Windows 11,Blue,Retail Store,Credit Card,1353.45,0,1353.45,2,2706.9,Student,0,0.3725,1
Europe,Dell,Gaming Laptop,Ryzen 5,Intel Iris,8,512,Windows 10,White,Online,Debit Card,1351.89,5,1284.3,2,2568.6,Gamer,1,0.3925,1
Asia-Pacific,Acer,Gaming Laptop,i5,NVIDIA RTX 3060,32,512,Windows 10,White,Retail Store,PayPal,2836.8,5,2694.96,1,2694.96,Gamer,0,0.4025,1
North America,MSI,Laptop,Ryzen 3,NVIDIA RTX 3060,32,1024,Windows 11,Gray,Retail Store,PayPal,664.79,15,565.07,2,1130.14,Student,0,0.3825,1
Europe,Apple,All-in-One,i7,NVIDIA RTX 2060,4,1024,macOS,Silver,Retail Store,Credit Card,854.66,5,811.93,3,2435.79,Student,1,0.345,0
North America,HP,All-in-One,i5,Intel Iris,32,2048,macOS,Silver,Retail Store,PayPal,1127.03,0,1127.03,2,2254.06,Gamer,1,0.41,1
North America,Asus,All-in-One,i9,NVIDIA RTX 2060,32,1024,Windows 10,White,Online,PayPal,1081.11,20,864.89,3,2594.67,Gamer,0,0.395,1
Europe,Acer,Laptop,i9,NVIDIA GTX 1650,32,1024,Windows 11,Black,Reseller,Credit Card,2602.56,15,2212.18,2,4424.36,Student,0,0.385,1
Asia-Pacific,Razer,Gaming Laptop,i5,NVIDIA RTX 2060,16,1024,macOS,Gray,Reseller,Credit Card,952.82,5,905.18,3,2715.54,Enterprise,0,0.44,1
Europe,Acer,Desktop,i3,NVIDIA RTX 2060,32,512,Windows 11,White,Retail Store,PayPal,1733.75,10,1560.38,2,3120.76,Professional,1,0.4625,1
Europe,Samsung,All-in-One,Ryzen 5,NVIDIA GTX 1650,4,1024,Windows 11,Gray,Retail Store,Credit Card,1100.66,20,880.53,1,880.53,Gamer,0,0.4425,1
Europe,Microsoft,All-in-One,Ryzen 3,Intel UHD,16,512,Windows 11,White,Online,Credit Card,501.86,0,501.86,2,1003.72,Gamer,0,0.2875,0
North America,Asus,Laptop,Ryzen 3,NVIDIA RTX 3060,16,512,macOS,Blue,Online,Bank Transfer,2328.65,5,2212.22,2,4424.44,Professional,0,0.4375,1
Asia-Pacific,Lenovo,Desktop,i3,AMD Radeon Vega,32,512,Windows 10,Silver,Retail Store,Credit Card,2491.94,15,2118.15,2,4236.3,Professional,0,0.4175,1
Europe,MSI,Laptop,Ryzen 9,Intel UHD,4,256,Windows 11,Gray,Online,Bank Transfer,2686.0,20,2148.8,2,4297.6,Professional,0,0.4625,1
Europe,Microsoft,Laptop,M2,AMD Radeon Vega,16,512,macOS,Gray,Reseller,Debit Card,680.39,5,646.37,2,1292.74,Student,1,0.3725,1
Asia-Pacific,Apple,Desktop,Ryzen 9,NVIDIA RTX 2060,8,1024,macOS,Silver,Online,Credit Card,783.64,0,783.64,1,783.64,Gamer,1,0.355,1
North America,Asus,Desktop,i7,Intel Iris,4,512,macOS,Gray,Reseller,Debit Card,2003.41,15,1702.9,3,5108.7,Enterprise,0,0.45,1
